code_insee,commune,dep,PMUN,dans_MEL,actifs_occupes,navetteurs_mel_nb,navetteurs_lille_nb,part_actifs_vers_mel_pct,part_actifs_vers_lille_pct,part_actifs_travail_sur_place_pct,part_actifs_navette_hors_mel_pct
59234,Flers-en-Escrebieux,59,5642,False,2221.0,316.0,128.0,14.2,5.8,19.5,66.3
59239,Flines-lez-Raches,59,5610,False,2458.0,808.0,251.0,32.9,10.2,14.4,52.7
59238,Flines-lès-Mortagne,59,1649,False,763.0,109.0,40.0,14.2,5.2,17.5,68.3
59244,Fontaine-Notre-Dame,59,1763,False,779.0,45.0,30.0,5.7,3.8,14.0,80.3
59247,Forest-sur-Marque,59,1659,True,669.0,613.0,74.0,91.6,11.0,13.6,-5.2
59250,Fournes-en-Weppes,59,2190,True,1032.0,841.0,280.0,81.5,27.1,13.9,4.6
59252,Frelinghien,59,2581,True,1252.0,1126.0,235.0,90.0,18.7,16.7,-6.7
59253,Fresnes-sur-Escaut,59,7486,False,2357.0,159.0,80.0,6.7,3.4,19.3,74.0
59256,Fretin,59,3227,True,1531.0,1180.0,300.0,77.1,19.6,19.9,3.0
59257,Fromelles,59,1076,True,507.0,456.0,122.0,90.0,24.1,11.2,-1.2
59224,Féchain,59,1658,False,556.0,39.0,29.0,7.0,5.2,18.7,74.3
59228,Férin,59,1447,False,529.0,30.0,15.0,5.7,2.8,13.7,80.6
59258,Genech,59,2825,False,1216.0,677.0,179.0,55.7,14.7,15.8,28.5
59260,Ghyvelde,59,4119,False,1761.0,97.0,67.0,5.5,3.8,15.1,79.4
59262,Godewaersvelde,59,2053,False,949.0,221.0,121.0,23.3,12.7,17.9,58.8
59265,Gommegnies,59,2300,False,1078.0,86.0,51.0,8.0,4.8,13.2,78.8
59266,Gondecourt,59,4050,False,1903.0,1271.0,455.0,66.8,23.9,18.3,14.9
59271,Grande-Synthe,59,20331,False,5815.0,218.0,117.0,3.8,2.0,44.7,51.5
59275,Gruson,59,1237,True,582.0,497.0,96.0,85.3,16.5,11.0,3.7
59276,Guesnain,59,4656,False,1624.0,161.0,75.0,9.9,4.6,13.2,76.9
59263,Gœulzin,59,1042,False,465.0,40.0,20.0,8.6,4.2,7.7,83.7
59278,Hallennes-lez-Haubourdin,59,4718,True,2292.0,2112.0,570.0,92.1,24.9,15.1,-7.2
59279,Halluin,59,20829,True,8686.0,7149.0,760.0,82.3,8.8,19.2,-1.5
59281,Hantay,59,1259,True,551.0,461.0,146.0,83.7,26.5,11.8,4.5
59284,Hasnon,59,3874,False,1836.0,388.0,160.0,21.1,8.7,17.2,61.7
59286,Haubourdin,59,14757,True,6382.0,5720.0,1924.0,89.6,30.2,16.5,-6.1
59292,Haveluy,59,3250,False,1040.0,126.0,20.0,12.1,1.9,10.1,77.8
59293,Haverskerque,59,1401,False,537.0,70.0,25.0,13.1,4.7,21.2,65.7
59295,Hazebrouck,59,21498,False,8458.0,1609.0,787.0,19.0,9.3,41.5,39.5
59299,Hem,59,18713,True,7129.0,6440.0,1006.0,90.3,14.1,16.5,-6.8
59301,Hergnies,59,4463,False,1808.0,200.0,54.0,11.1,3.0,14.7,74.2
59303,Herlies,59,2323,True,973.0,761.0,165.0,78.2,16.9,13.2,8.6
59305,Herzeele,59,1634,False,796.0,60.0,30.0,7.6,3.8,26.1,66.3
59309,Hondschoote,59,4026,False,1556.0,84.0,44.0,5.4,2.8,22.2,72.4
59314,Hornaing,59,3535,False,1437.0,216.0,71.0,15.0,4.9,14.9,70.1
59316,Houplin-Ancoisne,59,3275,True,1523.0,1337.0,436.0,87.8,28.7,9.2,3.0
59317,Houplines,59,7897,True,3371.0,2904.0,685.0,86.2,20.3,14.6,-0.8
59297,Hélesmes,59,1921,False,863.0,120.0,15.0,13.9,1.7,7.5,78.6
59302,Hérin,59,4129,False,1622.0,129.0,74.0,7.9,4.6,9.8,82.3
59320,Illies,59,1664,True,855.0,681.0,180.0,79.6,21.1,15.5,4.9
59051,La Bassée,59,6622,True,2809.0,1901.0,553.0,67.7,19.7,16.6,15.7
59143,La Chapelle-d'Armentières,59,8719,True,3720.0,3134.0,723.0,84.3,19.4,16.9,-1.2
59268,La Gorgue,59,5599,False,2460.0,910.0,249.0,37.0,10.1,19.0,44.0
59368,La Madeleine,59,22488,True,10492.0,9254.0,3026.0,88.2,28.8,17.8,-6.0
59564,La Sentinelle,59,3143,False,1038.0,121.0,51.0,11.6,4.9,13.5,74.9
59327,Lallaing,59,6250,False,2047.0,305.0,115.0,14.9,5.6,18.5,66.6
59328,Lambersart,59,27121,True,12069.0,10750.0,4210.0,89.1,34.9,17.4,-6.5
59329,Lambres-lez-Douai,59,4926,False,1871.0,173.0,99.0,9.3,5.3,18.0,72.7
59330,Landas,59,2447,False,1087.0,418.0,104.0,38.5,9.6,19.5,42.0
59332,Lannoy,59,1800,True,776.0,741.0,80.0,95.5,10.4,10.4,-5.9
59334,Lauwin-Planque,59,1582,False,593.0,72.0,43.0,12.2,7.3,13.9,73.9
59180,Le Doulieu,59,1454,False,722.0,253.0,65.0,35.1,9.0,19.2,45.7
59335,Lecelles,59,3004,False,1240.0,247.0,126.0,19.9,10.2,14.4,65.7
59339,Leers,59,9588,True,3881.0,3405.0,390.0,87.7,10.0,17.4,-5.1
59340,Leffrinckoucke,59,4124,False,1582.0,81.0,66.0,5.1,4.2,16.0,78.9
59343,Lesquin,59,9241,True,4363.0,3750.0,982.0,86.0,22.5,19.2,-5.2
59345,Lewarde,59,2403,False,815.0,74.0,44.0,9.1,5.4,16.8,74.1
59346,Lezennes,59,3019,True,1350.0,1251.0,422.0,92.6,31.2,14.6,-7.2
59348,Lieu-Saint-Amand,59,1461,False,621.0,50.0,25.0,8.0,4.0,14.4,77.6
59350,Lille,59,236710,True,100190.0,87689.0,54509.0,87.5,54.4,54.4,-41.9
59352,Linselles,59,8192,True,3550.0,3226.0,476.0,90.9,13.4,16.7,-7.6
59356,Lompret,59,2182,True,945.0,820.0,305.0,86.8,32.3,11.1,2.1
59360,Loos,59,23013,True,9374.0,8571.0,3396.0,91.4,36.2,19.6,-11.0
59361,Lourches,59,3814,False,1127.0,60.0,21.0,5.3,1.8,15.8,78.9
59367,Lys-lez-Lannoy,59,13793,True,5784.0,5162.0,600.0,89.3,10.4,12.6,-1.9
59369,Maing,59,4004,False,1695.0,146.0,55.0,8.6,3.3,8.3,83.1
59375,Marchiennes,59,4539,False,1878.0,665.0,198.0,35.4,10.5,14.5,50.1
59378,Marcq-en-Barœul,59,39356,True,17464.0,15592.0,4301.0,89.3,24.6,23.6,-12.9
59382,Maretz,59,1417,False,548.0,30.0,5.0,5.5,0.9,20.8,73.7
59383,Marly,59,12024,False,4317.0,390.0,178.0,9.0,4.1,16.4,74.6
59387,Marquette-en-Ostrevant,59,1931,False,732.0,66.0,15.0,9.0,2.1,16.6,74.4
59386,Marquette-lez-Lille,59,11213,True,5119.0,4700.0,1218.0,91.8,23.8,12.5,-4.3
59388,Marquillies,59,1982,True,892.0,715.0,232.0,80.1,26.0,9.0,10.9
59390,Masny,59,4056,False,1317.0,123.0,46.0,9.4,3.5,15.0,75.6
59392,Maubeuge,59,29066,False,7885.0,162.0,94.0,2.1,1.2,48.1,49.8
59399,Merris,59,1049,False,473.0,158.0,89.0,33.4,18.9,18.0,48.6
59400,Merville,59,9652,False,3618.0,915.0,281.0,25.3,7.8,26.8,47.9
59408,Moncheaux,59,1703,False,900.0,364.0,95.0,40.4,10.5,10.7,48.9
59409,Monchecourt,59,2501,False,936.0,70.0,30.0,7.4,3.2,12.9,79.7
59410,Mons-en-Barœul,59,21467,True,8340.0,7501.0,2507.0,89.9,30.1,14.9,-4.8
59411,Mons-en-Pévèle,59,2089,False,934.0,326.0,80.0,34.9,8.6,21.0,44.1
59414,Montigny-en-Ostrevent,59,4681,False,1718.0,208.0,83.0,12.1,4.9,17.4,70.5
59416,Morbecque,59,2509,False,1032.0,122.0,58.0,11.8,5.7,18.5,69.7
59418,Mortagne-du-Nord,59,1584,False,625.0,68.0,20.0,10.9,3.1,19.1,70.0
59419,Mouchin,59,1441,False,661.0,311.0,62.0,47.0,9.4,14.5,38.5
59421,Mouvaux,59,13173,True,5449.0,4969.0,902.0,91.2,16.6,17.5,-8.7
59398,Mérignies,59,3360,False,1692.0,955.0,303.0,56.4,17.9,11.6,32.0
59401,Méteren,59,2256,False,1025.0,321.0,125.0,31.3,12.2,14.3,54.4
59423,Neuf-Berquin,59,1403,False,615.0,248.0,76.0,40.4,12.3,8.7,50.9
59426,Neuville-en-Ferrain,59,10160,True,4461.0,3824.0,491.0,85.7,11.0,15.1,-0.8
59431,Nieppe,59,7606,False,3194.0,2078.0,571.0,65.1,17.9,16.7,18.2
59434,Nivelle,59,1379,False,607.0,103.0,31.0,17.0,5.1,16.2,66.8
59435,Nomain,59,2585,False,1199.0,580.0,195.0,48.3,16.3,12.8,38.9
59447,Onnaing,59,8719,False,2838.0,166.0,87.0,5.9,3.1,25.2,68.9
59449,Orchies,59,8455,False,3696.0,1441.0,557.0,39.0,15.1,24.1,36.9
59452,Ostricourt,59,5829,False,2125.0,912.0,272.0,42.9,12.8,10.7,46.4
59456,Pecquencourt,59,6232,False,1973.0,265.0,106.0,13.4,5.4,14.4,72.2
59459,Petite-Forêt,59,5058,False,1956.0,222.0,62.0,11.3,3.2,20.3,68.4
59462,Phalempin,59,4849,False,2231.0,1271.0,417.0,57.0,18.7,15.4,27.6
59466,Pont-à-Marcq,59,2883,False,1439.0,814.0,248.0,56.6,17.2,16.5,26.9
59475,Prouvy,59,2173,False,793.0,60.0,20.0,7.5,2.5,19.4,73.1
59477,Provin,59,4469,True,2173.0,1522.0,410.0,70.0,18.9,8.8,21.2
59470,Prémesques,59,2060,True,908.0,790.0,250.0,87.0,27.5,10.5,2.5
59471,Préseau,59,2065,False,927.0,50.0,15.0,5.4,1.6,18.2,76.4
59457,Pérenchies,59,8519,True,3801.0,3493.0,1105.0,91.9,29.1,15.3,-7.2
59458,Péronne-en-Mélantois,59,1004,True,451.0,374.0,77.0,83.0,17.1,9.8,7.2
59479,Quarouble,59,3131,False,1161.0,70.0,40.0,6.0,3.4,10.3,83.7
59482,Quesnoy-sur-Deûle,59,6920,True,3054.0,2805.0,558.0,91.8,18.3,16.5,-8.3
59485,Quiévy,59,1801,False,778.0,45.0,15.0,5.8,1.9,11.0,83.2
59487,Radinghem-en-Weppes,59,1393,True,601.0,531.0,184.0,88.4,30.5,9.9,1.7
59489,Raimbeaucourt,59,4015,False,1559.0,351.0,105.0,22.5,6.8,13.8,63.7
59491,Raismes,59,12055,False,3855.0,344.0,97.0,8.9,2.5,16.6,74.5
59497,Renescure,59,2128,False,957.0,90.0,50.0,9.4,5.2,20.4,70.2
59499,Rexpoëde,59,1992,False,951.0,68.0,44.0,7.2,4.7,12.4,80.4
59501,Rieulay,59,1243,False,459.0,91.0,29.0,19.9,6.3,15.8,64.3
59502,Rieux-en-Cambrésis,59,1438,False,484.0,35.0,5.0,7.3,1.0,14.6,78.1
59507,Ronchin,59,19437,True,7872.0,6949.0,2464.0,88.3,31.3,14.7,-3.0
59508,Roncq,59,13784,True,6156.0,5572.0,776.0,90.5,12.6,17.8,-8.3
59509,Roost-Warendin,59,5976,False,2264.0,422.0,154.0,18.7,6.8,14.7,66.6
59511,Rosult,59,1973,False,912.0,260.0,118.0,28.5,12.9,15.6,55.9
59512,Roubaix,59,98892,True,27273.0,24551.0,3857.0,90.0,14.1,36.7,-26.7
59519,Rumegies,59,1740,False,861.0,277.0,112.0,32.2,13.0,10.4,57.4
59486,Râches,59,2660,False,1091.0,205.0,110.0,18.8,10.1,18.4,62.8
59504,Rœulx,59,3779,False,1154.0,85.0,40.0,7.3,3.4,10.8,81.9
59522,Sailly-lez-Lannoy,59,1949,True,901.0,851.0,117.0,94.5,13.0,6.2,-0.7
59523,Sainghin-en-Mélantois,59,2848,True,1308.0,1150.0,290.0,87.9,22.2,16.8,-4.7
59524,Sainghin-en-Weppes,59,5641,True,2560.0,2195.0,768.0,85.7,30.0,14.5,-0.2
59526,Saint-Amand-les-Eaux,59,15980,False,6345.0,1147.0,485.0,18.1,7.6,35.3,46.6
59527,Saint-André-lez-Lille,59,12942,True,6299.0,5670.0,1904.0,90.0,30.2,16.4,-6.4
59535,Saint-Jans-Cappel,59,1642,False,692.0,268.0,108.0,38.7,15.6,12.7,48.6
59544,Saint-Saulve,59,11117,False,4350.0,347.0,153.0,8.0,3.5,20.5,71.5
59546,Saint-Sylvestre-Cappel,59,1154,False,441.0,75.0,45.0,17.1,10.2,17.0,65.9
59550,Salomé,59,3051,True,1400.0,972.0,246.0,69.4,17.6,11.7,18.9
59551,Saméon,59,1738,False,722.0,241.0,98.0,33.4,13.5,11.4,55.2
59553,Santes,59,5660,True,2508.0,2163.0,666.0,86.3,26.6,15.0,-1.3
59557,Saultain,59,2553,False,1154.0,94.0,21.0,8.2,1.8,4.8,87.0
59559,Sebourg,59,1977,False,822.0,50.0,15.0,6.1,1.9,12.8,81.1
59560,Seclin,59,12834,True,5456.0,4504.0,1106.0,82.6,20.3,29.4,-12.0
59566,Sequedin,59,4762,True,1833.0,1677.0,682.0,91.5,37.2,12.0,-3.5
59569,Sin-le-Noble,59,15603,False,5312.0,648.0,273.0,12.2,5.1,20.7,67.1
59574,Somain,59,11790,False,4098.0,615.0,238.0,15.0,5.8,26.2,58.8
59578,Steenbecque,59,1650,False,751.0,80.0,40.0,10.6,5.3,19.2,70.2
59580,Steenvoorde,59,4324,False,1853.0,358.0,125.0,19.3,6.8,25.1,55.6
59581,Steenwerck,59,3540,False,1660.0,789.0,259.0,47.5,15.6,22.4,30.1
59585,Templemars,59,3635,True,1682.0,1486.0,547.0,88.4,32.5,14.4,-2.8
59586,Templeuve-en-Pévèle,59,6705,False,2964.0,1744.0,566.0,58.8,19.1,15.8,25.4
59592,Thumeries,59,4029,False,1868.0,922.0,294.0,49.4,15.8,15.0,35.6
59594,Thun-Saint-Amand,59,1110,False,499.0,80.0,25.0,16.1,4.9,13.2,70.7
59598,Toufflers,59,3910,True,1672.0,1517.0,231.0,90.7,13.8,11.1,-1.8
59599,Tourcoing,59,99011,True,37242.0,32793.0,4427.0,88.1,11.9,29.4,-17.5
59602,Tressin,59,1395,True,648.0,608.0,160.0,93.8,24.8,7.8,-1.6
59603,Trith-Saint-Léger,59,6124,False,2401.0,170.0,59.0,7.1,2.5,21.9,71.0
59588,Téteghem-Coudekerque-Village,59,8384,False,3380.0,151.0,65.0,4.5,1.9,13.2,82.3
59606,Valenciennes,59,42991,False,16244.0,1459.0,738.0,9.0,4.5,43.9,47.1
59609,Vendeville,59,1546,True,778.0,677.0,197.0,87.0,25.3,6.1,6.9
59610,Verchain-Maugré,59,1102,False,455.0,36.0,16.0,8.0,3.4,13.9,78.1
59611,Verlinghem,59,2673,True,1195.0,1074.0,283.0,89.9,23.7,13.4,-3.3
59615,Vieux-Berquin,59,2649,False,1199.0,417.0,152.0,34.7,12.7,18.9,46.4
59616,Vieux-Condé,59,10446,False,3514.0,223.0,117.0,6.3,3.3,20.7,73.0
59009,Villeneuve-d'Ascq,59,62067,True,23605.0,21184.0,4545.0,89.7,19.3,37.7,-27.4
59622,Villers-en-Cauchies,59,1161,False,423.0,29.0,4.0,6.8,1.1,11.3,81.9
59629,Vred,59,1311,False,605.0,145.0,35.0,23.9,5.8,12.4,63.7
59630,Wahagnies,59,2605,False,1128.0,555.0,159.0,49.2,14.1,13.3,37.5
59632,Wallers,59,5598,False,1966.0,240.0,100.0,12.2,5.1,18.9,68.9
59636,Wambrechies,59,10798,True,4916.0,4548.0,986.0,92.5,20.1,20.3,-12.8
59637,Wandignies-Hamage,59,1318,False,667.0,168.0,51.0,25.1,7.6,11.5,63.4
59638,Wannehain,59,1331,False,621.0,392.0,100.0,63.0,16.1,11.2,25.8
59639,Wargnies-le-Grand,59,1101,False,516.0,48.0,38.0,9.4,7.5,16.1,74.5
59641,Warhem,59,2022,False,979.0,60.0,35.0,6.2,3.6,12.3,81.5
59646,Wasquehal,59,20836,True,9494.0,8684.0,1777.0,91.5,18.7,19.0,-10.5
59647,Watten,59,2577,False,930.0,50.0,35.0,5.3,3.7,20.9,73.8
59648,Wattignies,59,15531,True,6275.0,5544.0,2157.0,88.3,34.4,14.1,-2.4
59650,Wattrelos,59,40836,True,15837.0,13237.0,1335.0,83.6,8.4,21.8,-5.4
59651,Wavrechain-sous-Denain,59,1616,False,580.0,50.0,15.0,8.6,2.6,13.8,77.6
59653,Wavrin,59,7773,True,3485.0,2994.0,904.0,85.9,25.9,15.0,-0.9
59654,Waziers,59,7354,False,2181.0,278.0,139.0,12.7,6.4,15.8,71.5
59656,Wervicq-Sud,59,5299,True,2218.0,1910.0,184.0,86.1,8.3,13.9,-0.0
59660,Willems,59,2996,True,1229.0,1093.0,131.0,88.9,10.7,19.7,-8.6
59662,Winnezeele,59,1300,False,588.0,85.0,24.0,14.4,4.1,19.9,65.7
59663,Wormhout,59,5705,False,2227.0,131.0,56.0,5.9,2.5,29.8,64.3
59185,Écaillon,59,1910,False,686.0,64.0,44.0,9.3,6.5,8.8,81.9
62004,Achicourt,62,7938,False,3099.0,171.0,96.0,5.5,3.1,13.5,81.0
62013,Agny,62,1879,False,747.0,40.0,20.0,5.3,2.7,5.9,88.8
62014,Aire-sur-la-Lys,62,9585,False,3370.0,165.0,60.0,4.9,1.8,41.5,53.6
62019,Aix-Noulette,62,3913,False,1487.0,94.0,25.0,6.3,1.7,13.6,80.1
62032,Angres,62,4842,False,1793.0,95.0,53.0,5.3,2.9,16.9,77.8
62033,Annay,62,4517,False,1630.0,393.0,78.0,24.1,4.8,11.5,64.4
62034,Annequin,62,2145,False,882.0,175.0,55.0,19.9,6.2,19.3,60.8
62035,Annezin,62,5813,False,2334.0,208.0,79.0,8.9,3.4,13.7,77.4
62037,Anzin-Saint-Aubin,62,2806,False,1201.0,74.0,40.0,6.2,3.3,9.1,84.7
62040,Arques,62,9655,False,3560.0,123.0,55.0,3.5,1.6,39.8,56.7
62041,Arras,62,42600,False,16139.0,1219.0,682.0,7.6,4.2,49.5,42.9
62042,Athies,62,1059,False,555.0,61.0,25.0,10.9,4.6,10.9,78.2
62048,Auchel,62,10062,False,3028.0,183.0,55.0,6.0,1.8,22.6,71.4
62051,Auchy-les-Mines,62,4623,False,1781.0,611.0,189.0,34.3,10.6,15.9,49.8
62065,Avion,62,17672,False,5933.0,617.0,257.0,10.4,4.3,22.3,67.3
62073,Bailleul-Sir-Berthoult,62,1430,False,655.0,65.0,20.0,9.9,3.1,6.9,83.2
62083,Barlin,62,7366,False,2541.0,185.0,78.0,7.3,3.1,17.0,75.7
62099,Beaurains,62,5515,False,2324.0,124.0,80.0,5.4,3.4,14.2,80.4
62471,Bellinghem,62,1087,False,447.0,25.0,10.0,5.7,2.3,8.0,86.3
62126,Beuvry,62,9111,False,3348.0,453.0,173.0,13.5,5.2,17.6,68.9
62128,Biache-Saint-Vaast,62,4481,False,1968.0,147.0,51.0,7.5,2.6,18.3,74.2
62132,Billy-Berclau,62,5059,False,2247.0,870.0,287.0,38.7,12.8,12.2,49.1
62133,Billy-Montigny,62,8117,False,2918.0,459.0,128.0,15.7,4.4,14.0,70.3
62160,Boulogne-sur-Mer,62,40910,False,14183.0,173.0,106.0,1.2,0.7,56.7,42.1
62164,Bourlon,62,1140,False,508.0,29.0,24.0,5.7,4.7,20.2,74.1
62170,Bouvigny-Boyeffles,62,2371,False,1014.0,114.0,40.0,11.2,4.0,14.5,74.3
62173,Brebières,62,5169,False,2316.0,188.0,69.0,8.1,3.0,14.5,77.4
